ticket_id,employee_id,department_id,ticket_date,category,priority_level,status,issue_summary,resolution_time_hours,assigned_team
975,439,41,2025-06-22,Access,High,Pending,Unable to access internal dashboard,0.81,Data Team
976,269,277,2024-07-07,Database,High,In Progress,Shared drive permission issue,68.27,Data Team
977,358,655,2025-05-18,VPN,Critical,Closed,Laptop performance issue,46.44,Infrastructure
978,201,19,2025-08-26,Hardware,Low,In Progress,Email not syncing to mobile device,45.80,IT Support
979,520,401,2025-10-21,Access,Medium,In Progress,Help desk request for new account provisioning,54.43,IT Support
980,678,659,2025-02-15,Database,Medium,In Progress,Password reset required,16.73,Infrastructure
981,620,216,2025-02-21,Hardware,High,Open,Printer not reachable on floor network,12.52,IT Support
982,802,976,2024-01-14,VPN,High,Open,Password reset required,58.59,Infrastructure
983,667,728,2025-01-29,Printer,Low,Closed,Help desk request for new account provisioning,32.76,Infrastructure
984,968,812,2025-04-25,Account,Critical,Closed,Email not syncing to mobile device,35.88,Networking
985,827,658,2024-04-04,Account,Medium,Closed,Help desk request for new account provisioning,26.77,Security
986,796,931,2025-11-25,VPN,Medium,Closed,Printer not reachable on floor network,39.31,Security
987,214,371,2026-03-18,Account,Medium,Pending,Laptop performance issue,18.69,Networking
988,288,390,2024-03-08,Printer,High,Resolved,Printer not reachable on floor network,25.81,Data Team
989,683,766,2024-07-22,Account,Medium,Pending,Shared drive permission issue,53.51,Infrastructure
990,963,950,2025-11-08,Security,High,Escalated,Password reset required,61.61,Security
991,445,402,2024-08-09,Account,Medium,In Progress,Password reset required,2.59,Networking
992,472,485,2026-04-10,Security,Medium,Open,Shared drive permission issue,64.93,Applications
993,163,792,2024-09-06,Printer,High,Resolved,Shared drive permission issue,16.12,Networking
994,308,250,2024-09-14,Printer,Critical,Closed,Email not syncing to mobile device,62.46,IT Support
995,25,782,2024-12-30,Account,Medium,Open,Email not syncing to mobile device,71.61,IT Support
996,180,545,2025-09-02,Account,Medium,In Progress,Unable to access internal dashboard,4.16,Infrastructure
997,177,940,2024-10-14,Database,High,Resolved,Unable to access internal dashboard,50.33,Security
998,937,757,2024-08-20,VPN,Critical,Resolved,Email not syncing to mobile device,19.78,Applications
999,644,993,2025-11-13,Access,Medium,Open,VPN connection fails intermittently,30.65,Applications
1000,360,113,2025-07-26,Security,Low,In Progress,Unable to access internal dashboard,21.94,Applications
